question,scratch,answer
There are 8 different books and 5 different movies in the ' crazy silly school ' series. If you read 19 of the movies and watched 16 of the books How many more movies than books have you read? The word problem can be solved by subtracting 16 from 19.  ,<scratch>To subtract 16 from 19, we can think of it as subtracting the digits in each place value. Subtracting 9 and 6 gives 3. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days How many visitors visited the Buckingham palace on that day? The word problem can be solved by subtracting 45 from 829.  ,<scratch>To subtract 45 from 829, we can think of it as subtracting the digits in each place value. Subtracting 9 and 5 gives 4. Subtracting 2 and 4 gives 8. Subtracting 8 and 0 gives 8. After subtracting all digits, we get the difference, which is 784. </scratch>,784
Adam has 9 apples. Jackie has 10 apples. How many more apples does Jackie have than Adam? The word problem can be solved by subtracting 9 from 10.  ,<scratch>To subtract 9 from 10, we can think of it as subtracting the digits in each place value. Subtracting 9 and 0 gives 1. After subtracting all digits, we get the difference, which is 1.</scratch>,1
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket? The word problem can be solved by subtracting 4 from 6.  ,<scratch>To subtract 4 from 6, we can think of it as subtracting the digits in each place value. Subtracting 4 and 0 gives 2. After subtracting all digits, we get the difference, which is 02. </scratch>,6
A chef had 40 apples and 54 peaches. After making some pies, he had 39 apples left. How many apples did he use? The word problem can be solved by subtracting 39 from 40.  ,<scratch>To subtract 39 from 40, we can think of it as subtracting the digits in each place value. Subtracting 9 and 0 gives 9. Subtracting 3 and 4 gives 1. After subtracting all digits, we get the difference, which is 01. </scratch>,1
There is no subtraction operation in this equation,<scratch> </scratch>,10 + 10 = 20
A book has 3 chapters. The first chapter is 53 pages long the second chapter is 75 pages long and the third chapter is 21 pages long. How many more pages does the first chapter have than the third chapter? The word problem can be solved by subtracting 21 from 53.  ,<scratch>To subtract 21 from 53, we can think of it as subtracting the digits in each place value. Subtracting 3 and 1 gives 2. Subtracting 5 and 2 gives 3. After subtracting all digits, we get the difference, which is 32. </scratch>,32
Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left. How many more apps did he add than he deleted? The word problem can be solved by subtracting 21 from 24.  ,<scratch>To subtract 21 from 24, we can think of it as subtracting the digits in each place value. Subtracting 4 and 1 gives 3. Subtracting 2 and 2 gives 0. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Bobby ate 17 pieces of candy. Then he ate 15 more. If he initially had 36 pieces of candy How many pieces of candy does he still have left? The word problem can be solved by subtracting 32 from 36.  ,<scratch>To subtract 32 from 36, we can think of it as subtracting the digits in each place value. Subtracting 6 and 2 gives 4. Subtracting 3 and 0 gives 3. After subtracting all digits, we get the difference, which is 04. </scratch>,4
David did 36 more push-ups but 33 less crunches than Zachary in gym class today. If Zachary did 58 push-ups and 33 crunches How many more push-ups than crunches did Zachary do? The word problem can be solved by subtracting 33 from 58.  ,<scratch>To subtract 33 from 58, we can think of it as subtracting the digits in each place value. Subtracting 8 and 3 gives 5. Subtracting 5 and 3 gives 2. After subtracting all digits, we get the difference, which is 25. </scratch>,25
Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles? The word problem can be solved by subtracting 5 from 12.  ,<scratch>To subtract 5 from 12, we can think of it as subtracting the digits in each place value. Subtracting 2 and 5 gives 7. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 07. </scratch>,7
Baker made 81 cakes. Then he made 92 more cakes. He sold 46 of them. How many more cakes did baker make than those he sold? The word problem can be solved by subtracting 46 from 173.  ,<scratch>To subtract 46 from 173, we can think of it as subtracting the digits in each place value. Subtracting 3 and 6 gives 7. Subtracting 7 and 4 gives 3. After subtracting all digits, we get the difference, which is 127. </scratch>,127
10 red peaches and some more green peaches are in the basket. If there are a total of 15 peaches in the basket How many green peaches are in the basket? The word problem can be solved by subtracting 10 from 15.  ,<scratch>To subtract 10 from 15, we can think of it as subtracting the digits in each place value. Subtracting 5 and 0 gives 5. Subtracting 1 and 1 gives 0. After subtracting all digits, we get the difference, which is 05. </scratch>,5
62 campers went rowing in the morning. 39 campers went rowing in the afternoon. How many more campers went rowing in the morning than in the afternoon? The word problem can be solved by subtracting 39 from 62.  ,<scratch>To subtract 39 from 62, we can think of it as subtracting the digits in each place value. Subtracting 9 and 2 gives 7. Subtracting 3 and 6 gives 3. After subtracting all digits, we get the difference, which is 23. </scratch>,23
Rachel had to complete 11 pages of math homework, 2 pages of reading homework and 3 more pages of biology homework. How many more pages of math homework than biology homework did she have? The word problem can be solved by subtracting 3 from 11.  ,<scratch>To subtract 3 from 11, we can think of it as subtracting the digits in each place value. Subtracting 1 and 3 gives -2. Subtracting 1 and 0 gives -1. After subtracting all digits, we get the difference, which is 08. </scratch>,8
Adam has 3 more apples than jackie. Adam has 9 apples. How many apples does Jackie have? The word problem can be solved by subtracting 3 from 9.  ,<scratch>To subtract 3 from 9, we can think of it as subtracting the digits in each place value. Subtracting 9 and 3 gives 6. After subtracting all digits, we get the difference, which is 6.</scratch>,6
Rachel had to complete 4 pages of reading homework, 7 pages of math homework and 19 more pages of biology homework. How many more pages of math homework than reading homework did she have? The word problem can be solved by subtracting 4 from 7.  ,<scratch>To subtract 4 from 7, we can think of it as subtracting the digits in each place value. Subtracting 7 and 4 gives 3. After subtracting all digits, we get the difference, which is 03. </scratch>,3
Friends of Katie had 57 games and she had 63 ds games. How many more games does Katie have than her friends? The word problem can be solved by subtracting 57 from 63.  ,<scratch>To subtract 57 from 63, we can think of it as subtracting the digits in each place value. Subtracting 3 and 7 gives 6. Subtracting 5 and 6 gives 1. After subtracting all digits, we get the difference, which is 06. </scratch>,6
Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 57 g of colors to paint them. He needs 22 g of wax more. If the feathers require a total of 353 g of wax How many grams of wax does he already have? The word problem can be solved by subtracting 22 from 353.  ,<scratch>To subtract 22 from 353, we can think of it as subtracting the digits in each place value. Subtracting 3 and 2 gives 1. Subtracting 5 and 0 gives 5. After subtracting all digits, we get the difference, which is 331. </scratch>,331
At the zoo, a cage had 3 snakes and 75 alligators. If 82 snakes and 19 alligators were hiding How many alligators were not hiding? The word problem can be solved by subtracting 19 from 75.  ,<scratch>To subtract 19 from 75, we can think of it as subtracting the digits in each place value. Subtracting 5 and 9 gives 6. Subtracting 7 and 1 gives 6. After subtracting all digits, we get the difference, which is 56. </scratch>,56
Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add? The word problem can be solved by subtracting 4 from 7.  ,<scratch>To subtract 4 from 7, we can think of it as subtracting the digits in each place value. Subtracting 4 and 7 gives 3. After subtracting all digits, we get the difference, which is 3. </scratch>,3
The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper. How far did the frog jump? The word problem can be solved by subtracting 2 from 13.  ,<scratch>To subtract 2 from 13, we can think of it as subtracting the digits in each place value. Subtracting 3 and 2 gives 1. Subtracting 1 and 0 gives 1. After subtracting all digits, we get the difference, which is 11.</scratch>,11
